date_forecast,gefs_d-15,gefs_d-14,gefs_d-13,gefs_d-12,gefs_d-11,gefs_d-10,gefs_d-9,gefs_d-8,gefs_d-7,gefs_d-6,gefs_d-5,gefs_d-4,gefs_d-3,gefs_d-2,gefs_d-1
2022-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108433736555547
2022-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1024096398109413,0.0506024101232907
2022-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1855421688362776,0.1265060234680233,0.1650602419871882
2022-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504819281489016,0.4349397587847997,0.791566266981234,0.7927710907645971
2022-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7650602531720356,0.6951807195163636,1.1012048189898571,1.3843373558427912,1.759036146194102
2022-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4662650617131267,0.1951807234660688,0.1734939766037894,0.2337349383945924,0.2746987946062204,0.31686747101057
2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6999999937343309,0.2662650595407886,0.2096385556351707,0.2240963861884841,0.3722891567880849,0.4036144614219665,0.2638554222073899
2022-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.860240969941559,1.4506024091717709,2.0867469755102355,1.3518072272460142,0.9734939777527948,1.019277127302555,0.933734934373074,0.8373493941792525
2022-07-13,0.0,0.0,0.0,0.0,0.0,0.0,1.5337349438523673,2.3309638619602446,3.715662634695869,3.506024074213332,3.519999998632863,4.048192752682299,3.795180719570223,4.189156615141645,2.939759054726147
2022-07-14,0.0,0.0,0.0,0.0,0.0,0.5879518089883297,1.4819277169474638,0.8216867470238584,1.1024096437606463,1.0590361392641647,1.0253012097743623,1.0457831343793005,0.7903614431978712,0.7638554317225894,0.8506024127983183
2022-07-15,0.0,0.0,0.0,0.0,1.7506024008055774,1.3409638622079991,0.6012048256325435,1.197590368968176,0.9722891630358004,0.73614457734378,0.6120481912091554,0.40722891526768,0.3072289177272694,0.3481927726821727,0.574698796922184
2022-07-16,0.0,0.0,0.0,1.5566265111766666,0.8626506070056593,0.5843373509236128,2.044578320649733,3.2232530303748246,3.596385545759316,3.0313253045441155,2.3927710889333698,1.2951807245971212,0.7819277182760007,0.9156626565269678,0.4795180727020803
2022-07-17,0.0,0.0,0.9180722935910682,0.4662650651242359,0.6879518115556387,2.985542179590248,3.259036148887083,5.843373496848416,6.034939806145358,8.296385529529617,7.7000000203948415,6.571084279611887,5.853012063417091,4.1240963463682725,4.79686747691089
2022-07-18,0.0,1.0493975842753092,0.4289156627583217,1.726506025586502,2.280722893146148,1.459036141005625,1.18915662699076,1.3433734904750283,2.9409638650446057,5.165060241538358,4.214096396802422,4.957831331764358,4.220481950565277,4.874698788555988,5.342168642903666
2022-07-19,1.1698795211422877,0.5759036161274798,1.3951807368591609,1.6783132456153276,0.7807228917098906,0.8289156633328242,0.5313253032873912,0.94337349546602,1.5457831257617618,0.8710843410836644,0.8433734928987116,0.5939759102212379,0.4108433777309326,0.5518072234937943,0.5096385582204326
2022-07-20,1.209638554557978,1.9530120520706635,1.5626506022660132,0.7325301169451461,1.0686747043068154,0.7277108453303934,0.862650605569403,0.9301204826817456,1.0265060225165037,0.8457831270005328,0.8481927730412366,0.5891566223588334,0.568674700985472,0.575903611280114,0.5348192760608642
2022-07-21,1.28674698091415,2.3650602525077677,0.5951807245791677,1.0999999994254972,0.6409638594970646,0.910843376115144,0.7036144560180513,0.6144578359033689,0.2144578309303307,0.2036144584417343,0.063855422997331,0.0686747000878115,0.0795180740126644,0.0771084342555827,0.1168674693768283
2022-07-22,1.5072289185531171,0.589156626577837,1.071084337151912,0.5442168652472726,2.366265061389968,0.6879518067082726,0.7036144632890999,0.4783132543944451,0.0843373502054846,0.0289156632610114,0.0180722895156906,0.0072289157703698,0.0060240964753081,0.0024096385901232,0.0036144578851849
2022-07-23,0.6180722938783197,0.8843373529702785,0.8987951839724218,1.634939763560353,1.0349397624293002,0.7361445813832512,0.4409638537340855,0.1373493981110044,0.1120481939021363,0.1915662650422877,0.3481927711561502,0.2421686748065144,0.071084339306297,0.0578313258936606,0.0530120489827121
