date_forecast,gefs_d-15,gefs_d-14,gefs_d-13,gefs_d-12,gefs_d-11,gefs_d-10,gefs_d-9,gefs_d-8,gefs_d-7,gefs_d-6,gefs_d-5,gefs_d-4,gefs_d-3,gefs_d-2,gefs_d-1
2022-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-19,0.0,0.004545454613187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-20,0.0340909095989032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-25,0.0,0.0022727273065935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-26,0.0204545457593419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-27,0.004545454613187,0.0,0.0,0.0318181822923096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-28,0.0,0.0,0.0340909097682346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-29,0.0,0.0363636370748281,0.004545454613187,0.0068181819197806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-30,0.1431818211620504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-31,0.0,0.0159090911461548,0.0,0.004545454613187,0.0,0.0,0.0,0.0,0.0,0.0022727273065935,0.004545454613187,0.0,0.0,0.0,0.0
2022-08-01,0.0022727273065935,0.0022727273065935,0.0568181826648387,0.0,0.0,0.025000000372529,0.0,0.0113636365329677,0.0,0.0363636369054967,0.0113636365329677,0.0,0.0,0.0,0.0
2022-08-02,0.0250000005418604,0.0090909092263741,0.0386363642120903,0.0227272730659354,0.0090909092263741,0.0,0.0477272734384645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-03,0.0159090911461548,0.1886363678019155,0.0386363643814217,0.0909090929410674,0.0,0.2431818229908292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-04,0.0113636365329677,0.0022727273065935,0.16590909473598,0.0,0.0545454553582451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-05,0.0,0.3795454579998146,0.0,0.0,0.0,0.0,0.0,0.0022727273065935,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-06,0.5136363721367987,0.0022727273065935,0.0204545457593419,0.0,0.004545454613187,0.0204545457593419,0.0113636365329677,0.0022727273065935,0.0,0.006818182089112,0.0,0.0,0.0022727273065935,0.0,0.0
2022-08-07,0.0409090915186838,0.0,0.025000000372529,0.0,0.0590909099714322,0.0795454560694369,0.0681818197058005,0.0227272732352668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-08,0.0136363638395612,0.040681817992167,0.0,0.1909090956165031,0.4909090973775494,0.2136363676664504,0.004545454613187,0.0,0.0,0.0090909092263741,0.0,0.0,0.0,0.0,0.0
2022-08-09,0.1113636373457583,0.0181818184527483,0.1522727303884246,0.3318181871013208,0.5795454565774311,0.0,0.0,0.0,0.0204545457593419,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-10,0.0068181819197806,0.1818181860514662,0.1681818220425735,0.538636367260055,0.0295454549857161,0.0,0.0,0.070454547012394,0.004545454613187,0.0022727273065935,0.0113636365329677,0.0022727273065935,0.0,0.0,0.0
2022-08-11,0.1590909121388738,0.3181818227537653,0.245454550805417,0.0068181819197806,0.0,0.0,0.1204545477574522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-12,0.2000000036575577,0.2954545503651554,0.0340909097682346,0.0,0.0,0.2159090949730439,0.0022727273065935,0.0,0.004545454613187,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-13,0.025000000372529,0.1522727305577559,0.0,0.0,0.0272727276791225,0.0,0.0068181819197806,0.0295454551550475,0.0340909095989032,0.0090909092263741,0.0,0.0,0.0,0.0,0.0
2022-08-14,0.0659090920605442,0.0090909092263741,0.0,0.0295454549857161,0.0,0.0159090911461548,0.1204545465721325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-15,0.0022727273065935,0.0,0.0,0.0,0.004545454613187,0.0059090907770124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-16,0.0022727273065935,0.0,0.0022727273065935,0.0,0.0,0.0022727273065935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-17,0.0,0.0022727273065935,0.0,0.0081818180412731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-18,0.0,0.0,0.1750000031156973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-19,0.0340909095989032,0.0022727273065935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0363636370748281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-21,0.006818182089112,0.0,0.0022727273065935,0.0295454549857161,0.0,0.0159090911461548,0.0590909101407636,0.0022727273065935,0.0,0.0,0.0,0.0,0.0,0.0,0.0
