date_forecast,gefs_d-15,gefs_d-14,gefs_d-13,gefs_d-12,gefs_d-11,gefs_d-10,gefs_d-9,gefs_d-8,gefs_d-7,gefs_d-6,gefs_d-5,gefs_d-4,gefs_d-3,gefs_d-2,gefs_d-1
2022-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-20,0.0,0.0,0.075000001117587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-21,0.025000000372529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-22,0.0,0.0750000020489096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-23,0.050000000745058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-25,0.0,0.0,0.0,0.0,0.0,0.075000001117587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-26,0.0,0.0,0.0,0.0,0.0375000005587935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-28,0.0125000001862645,0.0,0.1500000031664967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-29,0.0625000009313225,0.4375000037252903,0.0,1.5125000029802322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-30,0.4375000046566128,0.0,0.050000000745058,0.0,0.0125000001862645,0.0875000022351741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-31,0.0125000001862645,0.1625000014901161,0.0125000001862645,0.0625000009313225,0.3125000027939677,0.025000000372529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,0.3625000063329934,0.0625000009313225,0.2624999983236193,0.0375000005587935,0.0875000013038516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-02,0.3750000037252903,1.1875,0.1375000020489096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-03,0.4875000081956387,0.262499999254942,0.025000000372529,0.1250000027939677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-04,0.2125000050291418,0.0,0.7500000074505806,0.0,0.3000000063329935,0.0,0.0875000013038516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-05,0.0875000022351741,1.225000001490116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-06,1.037500016391277,0.025000000372529,0.0375000005587935,0.6875000037252903,0.1750000044703483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-07,0.050000000745058,0.7875000052154063,0.4749999996274709,0.4875000063329934,0.0,0.0625000009313225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-08,0.2750000059604645,0.6012499928474426,0.6000000005587935,0.050000000745058,0.3500000080093741,0.3250000039115548,0.0875000013038516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-09,0.5500000081956387,0.4000000087544322,0.0625000009313225,1.4500000029802322,0.5000000074505806,0.6125000044703484,0.0,0.0,0.5625000074505806,0.025000000372529,0.025000000372529,0.0,0.025000000372529,0.0625000009313225,0.0
2022-08-10,0.362500000745058,0.8125,1.44999997317791,0.3000000072643161,0.975000001490116,0.0,0.0625000009313225,0.3125000037252903,0.1500000013038515,0.2500000065192579,0.2875000042840838,0.4125000024214386,0.2875000089406967,0.0125000001862645,0.5999999959021807
2022-08-11,0.875,1.6999999880790708,1.2499999925494194,0.837500018067658,0.0125000001862645,0.0125000001862645,0.1875000046566128,0.025000000372529,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-12,1.625000014901161,0.8499999940395355,0.9749999940395356,0.0,0.0125000001862645,0.2250000033527612,0.1125000026077032,0.0125000001862645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-13,0.2625000076368451,1.1875,0.0,0.0375000005587935,0.2000000057742,0.4625000040978193,0.4375000055879354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-14,0.4375000093132257,0.1125000016763806,0.0625000009313225,0.6249999962747097,0.5000000111758709,1.012499988079071,0.237500007264316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-15,0.050000000745058,0.0625000009313225,0.3000000026077032,0.8250000029802321,1.2874999977648258,0.0012499999720603,0.237500007264316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-16,0.3125000055879354,0.1237499988637864,0.6249999962747097,0.9125000163912772,0.0,0.1500000022351741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-17,0.2375000016763806,0.050000000745058,0.2000000048428773,0.2012499962002039,0.0,0.2375000054016709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-18,0.0,0.2750000059604645,0.025000000372529,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000372529,0.0,0.0,0.0,0.0,0.0
2022-08-19,0.2875000042840838,0.025000000372529,0.8124999962747097,0.0,0.0,0.0,0.0875000022351741,0.3000000016763806,0.9500000104308128,0.2000000067055225,0.1625000024214387,0.0375000005587935,0.0,0.0125000001862645,0.0
