date_forecast,gefs_d-15,gefs_d-14,gefs_d-13,gefs_d-12,gefs_d-11,gefs_d-10,gefs_d-9,gefs_d-8,gefs_d-7,gefs_d-6,gefs_d-5,gefs_d-4,gefs_d-3,gefs_d-2,gefs_d-1
2022-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.014285714498588,0.0,0.014285714498588,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-15,0.0,0.0,0.0,0.0,0.0,0.014285714498588,0.042857143495764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-16,0.0,0.0,0.0,0.0,0.257142862038953,0.028571428997176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-17,0.0,0.0,0.0,0.3999999995742525,0.0,0.1142857159887041,0.042857143495764,0.028571428997176,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-18,0.0,0.028571428997176,0.014285714498588,0.0,0.4428571526493345,0.0,0.1142857170530727,0.0,0.014285714498588,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-19,0.028571428997176,0.0,0.028571428997176,0.6571428520338876,0.2142857185431889,0.1857142895460128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-20,0.0571428590587207,0.385714298912457,0.257142858845847,0.4428571462631225,0.3285714334675244,0.0,0.2285714341061455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-21,0.6285714336803981,0.2571428620389529,0.8857142840112958,0.057142857994352,0.0,0.1285714315516608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-22,0.257142858845847,0.8142857168401991,0.0714285735573087,0.028571428997176,0.014285714498588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-23,0.6571428562913623,0.3142857253551483,0.2714285754731723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-24,1.2857142857142858,0.1142857170530727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-25,0.0714285735573087,0.014285714498588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-26,0.4428571526493345,0.0714285735573087,0.0,0.1000000014901161,0.2857142899717603,0.2000000029802322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-27,0.5142857176916941,0.0,0.1142857170530727,0.2000000051089695,0.3571428656578064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-28,0.1999999997871262,0.028571428997176,0.2142857206719262,0.2000000029802322,0.0,0.014285714498588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-29,0.2142857185431889,0.4285714370863778,0.0857142880558967,1.128571433680398,0.057142857994352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-30,0.8000000034059798,1.1428571385996682,0.2285714277199336,0.2857142899717603,0.1571428616132055,0.3857142903975078,0.4428571420056479,0.1000000025544847,0.028571428997176,0.0,0.0857142869915281,0.5142857155629567,0.014285714498588,0.0,0.0
2022-07-31,0.4571428671479225,0.7142857100282396,0.4142857247165271,0.9285714370863778,1.1285714251654488,0.2142857185431889,0.014285714498588,0.1714285739830562,0.0,0.4714285816465105,1.0714285714285714,0.042857143495764,0.0,0.0,0.0
2022-08-01,0.8857143010411944,0.3428571500948497,0.7000000051089695,0.257142862038953,0.3285714355962617,0.3571428635290691,0.028571428997176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-02,0.6857142916747502,1.5428571360451837,0.3857142946549824,0.057142857994352,0.928571437086378,0.028571428997176,0.1000000014901161,0.07142857249294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-03,1.685714261872428,0.4000000102179391,0.1000000014901161,1.599999989782061,0.0,0.6285714421953473,0.042857143495764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-04,0.5857142933777401,0.1857142906103815,1.9714285816465105,0.07142857249294,1.2142857313156128,0.014285714498588,0.7285714447498322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-05,0.9600000126021252,3.314285721097673,0.1571428584200995,0.07142857249294,0.1000000004257474,0.1000000025544847,0.0,0.0,0.0,0.1000000014901161,0.0,0.0,0.0,0.0,0.0
2022-08-06,2.8999999931880405,1.0000000170298986,0.2285714341061455,1.8428571649960108,1.0142857176916942,0.1714285739830562,0.2142857196075575,0.0,0.1000000025544847,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-07,0.4000000070248331,3.5714285373687744,3.185714278902326,1.7714285680225916,0.8142857253551484,2.971428564616612,0.2000000040446009,0.0857142880558967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-08,0.9999999914850506,1.5128571476255144,3.514285700661796,0.8428571479661124,2.714285731315613,0.9142857279096333,0.3571428624647004,0.0,0.0,0.028571428997176,0.0428571445601327,0.028571428997176,0.0,0.0,0.0
2022-08-09,3.3714285918644498,2.1714285782405307,1.042857153075082,4.185714244842528,1.6857142959322249,2.671428544180734,0.1000000025544847,0.0428571445601327,1.4999999914850506,0.7000000178813934,2.142857108797346,0.6285714315516608,0.60000001426254,0.9142856991716792,0.3999999974455152
2022-08-10,1.0857142976352148,2.171428527150835,3.8142856870378767,1.2571428503308977,2.6142857245036533,0.028571428997176,0.7142857078995024,1.771428576537541,1.385714279753821,1.8714285492897036,2.7571429014205933,4.428571360451834,2.6571428094591414,2.014285711305482,8.14285717691694
2022-08-11,3.4571428639548167,1.7428571326392035,1.900000010217939,2.5714285373687744,0.8714285854782378,0.5000000138367925,0.671428565468107,0.7428571432828903,0.5000000042574747,0.2142857217362949,1.0571428537368777,0.2000000029802322,0.300000002341611,0.6857142874172756,0.3714285758989198
2022-08-12,1.442857129233224,1.985714282308306,2.5428571360451837,0.5428571488176073,0.9142857108797346,0.9428571462631224,0.8571428486279079,1.200000000851495,0.0,0.014285714498588,0.0,0.0,0.0,0.0,0.0
2022-08-13,2.2428570985794067,2.3428571394511635,0.8857142754963466,1.7999999948910306,1.914285702364785,2.5,2.142857142857143,0.5142857262066433,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-14,1.199999988079071,1.114285720246179,1.442857129233224,2.757142884390695,2.3142856870378767,1.5714285543986728,0.6857142874172756,0.1285714304872921,0.0,0.0,0.0,0.0,0.0,0.0,0.0
